time,size
1620129909.374209,78
1620129909.890267,164
1620129909.897117,164
1620129909.951544,54
1620129914.898797,164
1620129914.903423,164
1620129914.946106,54
1620129919.656383,66
1620129919.674200,66
1620129919.914655,164
1620129919.919828,164
1620129919.960933,54
1620129924.935577,164
1620129924.939398,164
1620129924.982755,54
1620129929.941891,164
1620129929.948637,164
1620129929.988351,54
1620129931.335197,66
1620129931.351204,66
1620129934.952034,164
1620129934.993105,164
1620129935.045975,54
1620129940.002413,164
1620129940.008750,164
1620129940.063881,54
1620129940.797794,71
1620129942.219189,66
1620129942.236163,66
1620129945.015480,164
1620129945.019640,164
1620129945.061276,54
1620129946.281952,360
1620129946.298733,149
1620129946.304344,66
1620129950.023064,164
1620129950.031764,164
1620129950.084979,54
1620129955.040522,164
1620129955.046140,164
1620129955.087285,54
1620129957.246698,98
1620129958.271459,98
1620129959.266968,98
1620129960.055737,164
1620129960.062721,164
1620129960.116582,54
1620129960.271303,98
1620129961.270880,98
1620129962.268802,98
1620129963.269021,98
1620129964.270141,98
1620129964.777662,66
1620129964.797535,66
1620129965.072246,164
1620129965.078448,164
1620129965.119109,54
1620129965.269744,98
1620129966.270964,98
1620129967.305652,98
1620129967.333645,98
1620129968.317276,98
1620129968.348276,98
1620129968.360483,74
1620129968.360483,74
1620129968.385479,90
1620129968.385584,102
1620129969.367530,78
1620129969.367530,78
1620129970.082208,164
1620129970.092358,164
1620129970.143132,54
1620129972.121844,93
1620129972.145339,66
1620129972.153231,93
1620129972.161047,66
1620129975.104608,164
1620129975.111733,164
1620129975.165891,54
1620129980.115384,164
1620129980.122389,164
1620129980.162247,54
1620129985.135653,164
1620129985.141492,164
1620129985.182139,54
1620129990.150872,164
1620129990.155434,164
1620129990.196737,54
1620129991.342520,66
1620129991.361296,66
1620129995.164591,164
1620129995.207284,164
1620129995.257126,54
1620130000.212343,164
1620130000.217318,164
1620130000.258311,54
1620130000.819640,71
1620130005.228555,164
1620130005.233918,164
1620130005.275939,54
1620130006.320116,360
1620130006.336732,149
1620130006.339603,66
1620130007.368846,79
1620130007.392431,95
1620130007.416040,1392
1620130007.450025,1392
1620130007.461614,75
1620130007.468547,1392
1620130007.468547,255
1620130007.494686,67
1620130007.514769,427
1620130007.514894,86
1620130007.520946,75
1620130009.896808,66
1620130009.914319,66
1620130010.246560,164
1620130010.250766,164
1620130010.292845,54
1620130015.266464,164
1620130015.271561,164
1620130015.312973,54
1620130017.257249,66
1620130017.277088,66
1620130020.285734,164
1620130020.290448,164
1620130020.332561,54
1620130025.301580,164
1620130025.308992,164
1620130025.364269,54
1620130029.378393,78
1620130029.383921,78
1620130030.323788,164
1620130030.332136,164
1620130030.384810,54
1620130030.462096,98
1620130031.488181,98
1620130032.487219,98
1620130033.490668,98
1620130034.486450,98
1620130035.335771,164
1620130035.341254,164
1620130035.382136,54
1620130035.490294,98
1620130036.486947,98
1620130037.488565,98
1620130038.486057,98
1620130039.489087,98
1620130040.344076,164
1620130040.348430,164
1620130040.390726,54
1620130040.499558,98
1620130040.526637,98
1620130041.519632,98
1620130041.546202,98
1620130041.552858,74
1620130041.558455,74
1620130041.585683,102
1620130041.585784,90
1620130045.358069,164
1620130045.363601,164
1620130045.404584,54
1620130050.375843,164
1620130050.383050,164
1620130050.423610,54
1620130051.378597,66
1620130051.395990,66
1620130053.275460,79
1620130053.293923,119
1620130053.318357,1392
1620130053.350736,1392
1620130053.359427,75
1620130053.362427,1392
1620130053.362427,1392
1620130053.368872,1392
1620130053.368872,1392
1620130053.368872,267
1620130053.382792,67
1620130053.386408,67
1620130053.401775,380
1620130053.404068,151
1620130053.436518,77
1620130053.436518,75
1620130055.108779,66
1620130055.125170,66
1620130055.392084,164
1620130055.400460,164
1620130055.455379,54
1620130060.411017,164
1620130060.417124,164
1620130060.458099,54
1620130060.839973,71
1620130062.378096,66
1620130062.395215,66
1620130065.432037,164
1620130065.438592,164
1620130065.492783,54
1620130066.355047,360
1620130066.370770,149
1620130066.375538,66
1620130070.447264,164
1620130070.454791,164
1620130070.510223,54
1620130075.469881,164
1620130075.473785,164
1620130075.516321,54
1620130080.484773,164
1620130080.491310,164
1620130080.531821,54
1620130085.496940,164
1620130085.501832,164
1620130085.543228,54
1620130089.376739,78
1620130089.376739,78
1620130090.507260,164
1620130090.512670,164
1620130090.553684,54
1620130092.162869,93
1620130092.185546,66
1620130092.193353,93
1620130092.199161,66
1620130095.525394,164
1620130095.530790,164
1620130095.586950,54
1620130100.135253,66
1620130100.152230,66
1620130100.537139,164
1620130100.543345,164
